Country Name,Country ISO3,Year,Indicator Name,Indicator Code,Value
Pakistan,PAK,2007,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,5590000000
Pakistan,PAK,2006,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,4273000000
Pakistan,PAK,2005,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,2201000000
Pakistan,PAK,2004,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,1118000000
Pakistan,PAK,2003,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,534000000
Pakistan,PAK,2002,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,826000000
Pakistan,PAK,2001,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,378000000
Pakistan,PAK,2000,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,308000000
Pakistan,PAK,1999,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,532000000
Pakistan,PAK,1998,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,506000000
Pakistan,PAK,1997,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,716253125.4
Pakistan,PAK,1996,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,921976182.5
Pakistan,PAK,1995,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,722631560.7
Pakistan,PAK,1994,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,421024638.5
Pakistan,PAK,1993,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,348556957.8
Pakistan,PAK,1992,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,336479857.1
Pakistan,PAK,1991,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,258414487
Pakistan,PAK,1990,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,245262963.5
Pakistan,PAK,1989,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,210599917.1
Pakistan,PAK,1988,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,186491557.3
Pakistan,PAK,1987,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,129377643.6
Pakistan,PAK,1986,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,105730331.8
Pakistan,PAK,1985,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,131389252.2
Pakistan,PAK,1984,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,55510169.71
Pakistan,PAK,1983,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,29457026.66
Pakistan,PAK,1982,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,63833091.62
Pakistan,PAK,1981,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,108084748.5
Pakistan,PAK,1980,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,63632992.78
Pakistan,PAK,1979,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,58254127.36
Pakistan,PAK,1978,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,32273192.51
Pakistan,PAK,1977,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,15223204.01
Pakistan,PAK,1976,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,8220530.168
Pakistan,PAK,1975,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,25000000
Pakistan,PAK,1974,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,4000000
Pakistan,PAK,1973,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,-4000000
Pakistan,PAK,1972,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,17000000
Pakistan,PAK,1971,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,1000000
Pakistan,PAK,1970,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,23000000
Pakistan,PAK,2018,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,0.753111157
Pakistan,PAK,2017,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,1.059839556
Pakistan,PAK,2016,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,0.892861508
Pakistan,PAK,2015,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,0.599136312
Pakistan,PAK,2014,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,0.764443119
Pakistan,PAK,2013,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,0.576510795
Pakistan,PAK,2012,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,0.382826517
Pakistan,PAK,2011,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,0.6208231
Pakistan,PAK,2010,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,1.13975303
Pakistan,PAK,2009,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,1.390402267
Pakistan,PAK,2008,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,3.197360002
Pakistan,PAK,2007,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,3.668322816
Pakistan,PAK,2006,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,3.112977982
Pakistan,PAK,2005,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,2.010007068
Pakistan,PAK,2004,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,1.141075209
Pakistan,PAK,2003,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,0.641481502
Pakistan,PAK,2002,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,1.1423542
Pakistan,PAK,2001,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,0.522751161
Pakistan,PAK,2000,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,0.416484258
Pakistan,PAK,1999,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,0.844795025
Pakistan,PAK,1998,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,0.813610046
Pakistan,PAK,1997,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,1.147229318
Pakistan,PAK,1996,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,1.456055582
Pakistan,PAK,1995,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,1.191752908
Pakistan,PAK,1994,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,0.811304389
Pakistan,PAK,1993,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,0.677094863
Pakistan,PAK,1992,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,0.691844625
Pakistan,PAK,1991,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,0.568544201
Pakistan,PAK,1990,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,0.612997647
Pakistan,PAK,1989,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,0.524258331
Pakistan,PAK,1988,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,0.484736852
Pakistan,PAK,1987,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,0.387921187
Pakistan,PAK,1986,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,0.331452699
Pakistan,PAK,1985,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,0.421864143
Pakistan,PAK,1984,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,0.178192354
Pakistan,PAK,1983,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,0.102666733
Pakistan,PAK,1982,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,0.20774962
Pakistan,PAK,1981,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,0.384634945
Pakistan,PAK,1980,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,0.268610415
Pakistan,PAK,1979,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,0.295586506
Pakistan,PAK,1978,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,0.181105557
Pakistan,PAK,1977,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,0.100642232
Pakistan,PAK,1976,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,0.061630164
Pakistan,PAK,1975,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,0.220458549
Pakistan,PAK,1974,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,0.045594279
Pakistan,PAK,1973,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,-0.063242265
Pakistan,PAK,1972,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,0.182616818
Pakistan,PAK,1971,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,0.009432131
Pakistan,PAK,1970,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,0.22937864
Pakistan,PAK,2018,"Portfolio equity, net inflows (BoP, current US$)",BX.PEF.TOTL.CD.WD,-528000000
Pakistan,PAK,2017,"Portfolio equity, net inflows (BoP, current US$)",BX.PEF.TOTL.CD.WD,-391000000
Pakistan,PAK,2016,"Portfolio equity, net inflows (BoP, current US$)",BX.PEF.TOTL.CD.WD,-339000000
Pakistan,PAK,2015,"Portfolio equity, net inflows (BoP, current US$)",BX.PEF.TOTL.CD.WD,529000000
Pakistan,PAK,2014,"Portfolio equity, net inflows (BoP, current US$)",BX.PEF.TOTL.CD.WD,762000000
Pakistan,PAK,2013,"Portfolio equity, net inflows (BoP, current US$)",BX.PEF.TOTL.CD.WD,111000000
Pakistan,PAK,2012,"Portfolio equity, net inflows (BoP, current US$)",BX.PEF.TOTL.CD.WD,178000000
Pakistan,PAK,2011,"Portfolio equity, net inflows (BoP, current US$)",BX.PEF.TOTL.CD.WD,25000000
Pakistan,PAK,2010,"Portfolio equity, net inflows (BoP, current US$)",BX.PEF.TOTL.CD.WD,511000000
Pakistan,PAK,2009,"Portfolio equity, net inflows (BoP, current US$)",BX.PEF.TOTL.CD.WD,-37000000
Pakistan,PAK,2008,"Portfolio equity, net inflows (BoP, current US$)",BX.PEF.TOTL.CD.WD,-270000000
Pakistan,PAK,2007,"Portfolio equity, net inflows (BoP, current US$)",BX.PEF.TOTL.CD.WD,1276000000
Pakistan,PAK,2006,"Portfolio equity, net inflows (BoP, current US$)",BX.PEF.TOTL.CD.WD,1152000000
Pakistan,PAK,2005,"Portfolio equity, net inflows (BoP, current US$)",BX.PEF.TOTL.CD.WD,451000000
Pakistan,PAK,2004,"Portfolio equity, net inflows (BoP, current US$)",BX.PEF.TOTL.CD.WD,49000000
Pakistan,PAK,2003,"Portfolio equity, net inflows (BoP, current US$)",BX.PEF.TOTL.CD.WD,-26000000
Pakistan,PAK,2002,"Portfolio equity, net inflows (BoP, current US$)",BX.PEF.TOTL.CD.WD,79000000
Pakistan,PAK,2001,"Portfolio equity, net inflows (BoP, current US$)",BX.PEF.TOTL.CD.WD,-130000000
Pakistan,PAK,2000,"Portfolio equity, net inflows (BoP, current US$)",BX.PEF.TOTL.CD.WD,35000000
Pakistan,PAK,1999,"Portfolio equity, net inflows (BoP, current US$)",BX.PEF.TOTL.CD.WD,66000000
Pakistan,PAK,1998,"Portfolio equity, net inflows (BoP, current US$)",BX.PEF.TOTL.CD.WD,-22000000
Pakistan,PAK,1997,"Portfolio equity, net inflows (BoP, current US$)",BX.PEF.TOTL.CD.WD,330243085.6
Pakistan,PAK,1996,"Portfolio equity, net inflows (BoP, current US$)",BX.PEF.TOTL.CD.WD,284704572.1
Pakistan,PAK,1995,"Portfolio equity, net inflows (BoP, current US$)",BX.PEF.TOTL.CD.WD,9731331.645
Pakistan,PAK,1994,"Portfolio equity, net inflows (BoP, current US$)",BX.PEF.TOTL.CD.WD,1254390106
Pakistan,PAK,1993,"Portfolio equity, net inflows (BoP, current US$)",BX.PEF.TOTL.CD.WD,225279683.6
Pakistan,PAK,1992,"Portfolio equity, net inflows (BoP, current US$)",BX.PEF.TOTL.CD.WD,240952559.9
Pakistan,PAK,1991,"Portfolio equity, net inflows (BoP, current US$)",BX.PEF.TOTL.CD.WD,42655796.07
Pakistan,PAK,1990,"Portfolio equity, net inflows (BoP, current US$)",BX.PEF.TOTL.CD.WD,191334.4933
Pakistan,PAK,1989,"Portfolio equity, net inflows (BoP, current US$)",BX.PEF.TOTL.CD.WD,-1217313.604
Pakistan,PAK,1988,"Portfolio equity, net inflows (BoP, current US$)",BX.PEF.TOTL.CD.WD,5902564.71
Pakistan,PAK,1987,"Portfolio equity, net inflows (BoP, current US$)",BX.PEF.TOTL.CD.WD,36442650.28
Pakistan,PAK,1986,"Portfolio equity, net inflows (BoP, current US$)",BX.PEF.TOTL.CD.WD,3413140.057
Pakistan,PAK,1985,"Portfolio equity, net inflows (BoP, current US$)",BX.PEF.TOTL.CD.WD,17622565.36
Pakistan,PAK,1984,"Portfolio equity, net inflows (BoP, current US$)",BX.PEF.TOTL.CD.WD,7154178.408
Pakistan,PAK,1983,"Portfolio equity, net inflows (BoP, current US$)",BX.PEF.TOTL.CD.WD,0
Pakistan,PAK,1982,"Portfolio equity, net inflows (BoP, current US$)",BX.PEF.TOTL.CD.WD,0
Pakistan,PAK,1981,"Portfolio equity, net inflows (BoP, current US$)",BX.PEF.TOTL.CD.WD,0
Pakistan,PAK,1980,"Portfolio equity, net inflows (BoP, current US$)",BX.PEF.TOTL.CD.WD,0
Pakistan,PAK,1979,"Portfolio equity, net inflows (BoP, current US$)",BX.PEF.TOTL.CD.WD,0
Pakistan,PAK,1978,"Portfolio equity, net inflows (BoP, current US$)",BX.PEF.TOTL.CD.WD,0
Pakistan,PAK,1977,"Portfolio equity, net inflows (BoP, current US$)",BX.PEF.TOTL.CD.WD,0
Pakistan,PAK,1976,"Portfolio equity, net inflows (BoP, current US$)",BX.PEF.TOTL.CD.WD,0
Pakistan,PAK,2018,"Secondary income receipts (BoP, current US$)",BX.TRF.CURR.CD,24320000000
Pakistan,PAK,2017,"Secondary income receipts (BoP, current US$)",BX.TRF.CURR.CD,24076000000
Pakistan,PAK,2016,"Secondary income receipts (BoP, current US$)",BX.TRF.CURR.CD,23195000000
Pakistan,PAK,2015,"Secondary income receipts (BoP, current US$)",BX.TRF.CURR.CD,22410000000
Pakistan,PAK,2014,"Secondary income receipts (BoP, current US$)",BX.TRF.CURR.CD,21476000000
Pakistan,PAK,2013,"Secondary income receipts (BoP, current US$)",BX.TRF.CURR.CD,18747000000
Pakistan,PAK,2012,"Secondary income receipts (BoP, current US$)",BX.TRF.CURR.CD,18688000000
Pakistan,PAK,2011,"Secondary income receipts (BoP, current US$)",BX.TRF.CURR.CD,16775000000
Pakistan,PAK,2010,"Secondary income receipts (BoP, current US$)",BX.TRF.CURR.CD,13930000000
Pakistan,PAK,2009,"Secondary income receipts (BoP, current US$)",BX.TRF.CURR.CD,12552000000
Pakistan,PAK,2008,"Secondary income receipts (BoP, current US$)",BX.TRF.CURR.CD,11252000000
Pakistan,PAK,2007,"Secondary income receipts (BoP, current US$)",BX.TRF.CURR.CD,11215000000
Pakistan,PAK,2006,"Secondary income receipts (BoP, current US$)",BX.TRF.CURR.CD,11030000000
Pakistan,PAK,2005,"Secondary income receipts (BoP, current US$)",BX.TRF.CURR.CD,9169000000
Pakistan,PAK,2004,"Secondary income receipts (BoP, current US$)",BX.TRF.CURR.CD,7666000000
Pakistan,PAK,2003,"Secondary income receipts (BoP, current US$)",BX.TRF.CURR.CD,6300000000
Pakistan,PAK,2002,"Secondary income receipts (BoP, current US$)",BX.TRF.CURR.CD,6593000000
Pakistan,PAK,2001,"Secondary income receipts (BoP, current US$)",BX.TRF.CURR.CD,5496000000
Pakistan,PAK,2000,"Secondary income receipts (BoP, current US$)",BX.TRF.CURR.CD,4200000000
Pakistan,PAK,1999,"Secondary income receipts (BoP, current US$)",BX.TRF.CURR.CD,3582000000
Pakistan,PAK,1998,"Secondary income receipts (BoP, current US$)",BX.TRF.CURR.CD,2801000000
Pakistan,PAK,1997,"Secondary income receipts (BoP, current US$)",BX.TRF.CURR.CD,3980563166
Pakistan,PAK,1996,"Secondary income receipts (BoP, current US$)",BX.TRF.CURR.CD,2739469836
Pakistan,PAK,1995,"Secondary income receipts (BoP, current US$)",BX.TRF.CURR.CD,2610658612
Pakistan,PAK,1994,"Secondary income receipts (BoP, current US$)",BX.TRF.CURR.CD,2918567975
Pakistan,PAK,1993,"Secondary income receipts (BoP, current US$)",BX.TRF.CURR.CD,2336621890
Pakistan,PAK,1992,"Secondary income receipts (BoP, current US$)",BX.TRF.CURR.CD,3502452167
Pakistan,PAK,1991,"Secondary income receipts (BoP, current US$)",BX.TRF.CURR.CD,3026918699
Pakistan,PAK,1990,"Secondary income receipts (BoP, current US$)",BX.TRF.CURR.CD,2833661174
Pakistan,PAK,1989,"Secondary income receipts (BoP, current US$)",BX.TRF.CURR.CD,2772678874
Pakistan,PAK,1988,"Secondary income receipts (BoP, current US$)",BX.TRF.CURR.CD,2767369134
Pakistan,PAK,1987,"Secondary income receipts (BoP, current US$)",BX.TRF.CURR.CD,2905357144
Pakistan,PAK,1986,"Secondary income receipts (BoP, current US$)",BX.TRF.CURR.CD,3196509288
Pakistan,PAK,1985,"Secondary income receipts (BoP, current US$)",BX.TRF.CURR.CD,3111125937
Pakistan,PAK,1984,"Secondary income receipts (BoP, current US$)",BX.TRF.CURR.CD,3365673800
Pakistan,PAK,1983,"Secondary income receipts (BoP, current US$)",BX.TRF.CURR.CD,3413555222
Pakistan,PAK,1982,"Secondary income receipts (BoP, current US$)",BX.TRF.CURR.CD,3185558521
Pakistan,PAK,1981,"Secondary income receipts (BoP, current US$)",BX.TRF.CURR.CD,2569372374
Pakistan,PAK,1980,"Secondary income receipts (BoP, current US$)",BX.TRF.CURR.CD,2526036986
Pakistan,PAK,1979,"Secondary income receipts (BoP, current US$)",BX.TRF.CURR.CD,1763861905
Pakistan,PAK,1978,"Secondary income receipts (BoP, current US$)",BX.TRF.CURR.CD,1548504312
Pakistan,PAK,1977,"Secondary income receipts (BoP, current US$)",BX.TRF.CURR.CD,1017620444
Pakistan,PAK,1976,"Secondary income receipts (BoP, current US$)",BX.TRF.CURR.CD,597865965.7
Pakistan,PAK,2018,"Personal transfers, receipts (BoP, current US$)",BX.TRF.PWKR.CD,21080000000
Pakistan,PAK,2017,"Personal transfers, receipts (BoP, current US$)",BX.TRF.PWKR.CD,19710000000
Pakistan,PAK,2016,"Personal transfers, receipts (BoP, current US$)",BX.TRF.PWKR.CD,19734000000
Pakistan,PAK,2015,"Personal transfers, receipts (BoP, current US$)",BX.TRF.PWKR.CD,19247000000
Pakistan,PAK,2014,"Personal transfers, receipts (BoP, current US$)",BX.TRF.PWKR.CD,17207000000
Pakistan,PAK,2013,"Personal transfers, receipts (BoP, current US$)",BX.TRF.PWKR.CD,14597000000
Pakistan,PAK,2012,"Personal transfers, receipts (BoP, current US$)",BX.TRF.PWKR.CD,13978000000
Pakistan,PAK,2011,"Personal transfers, receipts (BoP, current US$)",BX.TRF.PWKR.CD,12235000000
Pakistan,PAK,2010,"Personal transfers, receipts (BoP, current US$)",BX.TRF.PWKR.CD,9667000000
Pakistan,PAK,2009,"Personal transfers, receipts (BoP, current US$)",BX.TRF.PWKR.CD,8701000000
Pakistan,PAK,2008,"Personal transfers, receipts (BoP, current US$)",BX.TRF.PWKR.CD,7025000000
Pakistan,PAK,2007,"Personal transfers, receipts (BoP, current US$)",BX.TRF.PWKR.CD,5992000000
Pakistan,PAK,2006,"Personal transfers, receipts (BoP, current US$)",BX.TRF.PWKR.CD,5113000000
Pakistan,PAK,2005,"Personal transfers, receipts (BoP, current US$)",BX.TRF.PWKR.CD,4277000000
Pakistan,PAK,2004,"Personal transfers, receipts (BoP, current US$)",BX.TRF.PWKR.CD,3943000000
Pakistan,PAK,2003,"Personal transfers, receipts (BoP, current US$)",BX.TRF.PWKR.CD,3963000000
Pakistan,PAK,2002,"Personal transfers, receipts (BoP, current US$)",BX.TRF.PWKR.CD,3554000000
Pakistan,PAK,2001,"Personal transfers, receipts (BoP, current US$)",BX.TRF.PWKR.CD,1461000000
Pakistan,PAK,2000,"Personal transfers, receipts (BoP, current US$)",BX.TRF.PWKR.CD,1075000000
Pakistan,PAK,1999,"Personal transfers, receipts (BoP, current US$)",BX.TRF.PWKR.CD,996000000
Pakistan,PAK,1998,"Personal transfers, receipts (BoP, current US$)",BX.TRF.PWKR.CD,1172000000
Pakistan,PAK,1997,"Personal transfers, receipts (BoP, current US$)",BX.TRF.PWKR.CD,1707282925
Pakistan,PAK,1996,"Personal transfers, receipts (BoP, current US$)",BX.TRF.PWKR.CD,1284050241
Pakistan,PAK,1995,"Personal transfers, receipts (BoP, current US$)",BX.TRF.PWKR.CD,1712219436
Pakistan,PAK,1994,"Personal transfers, receipts (BoP, current US$)",BX.TRF.PWKR.CD,1749277045
Pakistan,PAK,1993,"Personal transfers, receipts (BoP, current US$)",BX.TRF.PWKR.CD,1446277135
Pakistan,PAK,1992,"Personal transfers, receipts (BoP, current US$)",BX.TRF.PWKR.CD,1573619007
Pakistan,PAK,1991,"Personal transfers, receipts (BoP, current US$)",BX.TRF.PWKR.CD,1548698415
Pakistan,PAK,1990,"Personal transfers, receipts (BoP, current US$)",BX.TRF.PWKR.CD,2006266940
Pakistan,PAK,1989,"Personal transfers, receipts (BoP, current US$)",BX.TRF.PWKR.CD,2017306138
Pakistan,PAK,1988,"Personal transfers, receipts (BoP, current US$)",BX.TRF.PWKR.CD,1871958289
Pakistan,PAK,1987,"Personal transfers, receipts (BoP, current US$)",BX.TRF.PWKR.CD,2180527961
Pakistan,PAK,1986,"Personal transfers, receipts (BoP, current US$)",BX.TRF.PWKR.CD,2446387266
Pakistan,PAK,1985,"Personal transfers, receipts (BoP, current US$)",BX.TRF.PWKR.CD,2537092420
Pakistan,PAK,1984,"Personal transfers, receipts (BoP, current US$)",BX.TRF.PWKR.CD,2580805554
Pakistan,PAK,1983,"Personal transfers, receipts (BoP, current US$)",BX.TRF.PWKR.CD,2940240091
Pakistan,PAK,1982,"Personal transfers, receipts (BoP, current US$)",BX.TRF.PWKR.CD,2588121610
Pakistan,PAK,1981,"Personal transfers, receipts (BoP, current US$)",BX.TRF.PWKR.CD,2067108129
Pakistan,PAK,1980,"Personal transfers, receipts (BoP, current US$)",BX.TRF.PWKR.CD,2047622428
Pakistan,PAK,1979,"Personal transfers, receipts (BoP, current US$)",BX.TRF.PWKR.CD,1501616844
Pakistan,PAK,1978,"Personal transfers, receipts (BoP, current US$)",BX.TRF.PWKR.CD,1309297033
Pakistan,PAK,1977,"Personal transfers, receipts (BoP, current US$)",BX.TRF.PWKR.CD,872086614
Pakistan,PAK,1976,"Personal transfers, receipts (BoP, current US$)",BX.TRF.PWKR.CD,411736924.6
Pakistan,PAK,2018,"Personal remittances, received (current US$)",BX.TRF.PWKR.CD.DT,21194000000
Pakistan,PAK,2017,"Personal remittances, received (current US$)",BX.TRF.PWKR.CD.DT,19807000000
Pakistan,PAK,2016,"Personal remittances, received (current US$)",BX.TRF.PWKR.CD.DT,19808000000
Pakistan,PAK,2015,"Personal remittances, received (current US$)",BX.TRF.PWKR.CD.DT,19306000000
Pakistan,PAK,2014,"Personal remittances, received (current US$)",BX.TRF.PWKR.CD.DT,17244000000
Pakistan,PAK,2013,"Personal remittances, received (current US$)",BX.TRF.PWKR.CD.DT,14629000000
Pakistan,PAK,2012,"Personal remittances, received (current US$)",BX.TRF.PWKR.CD.DT,14007000000
Pakistan,PAK,2011,"Personal remittances, received (current US$)",BX.TRF.PWKR.CD.DT,12263000000
Pakistan,PAK,2010,"Personal remittances, received (current US$)",BX.TRF.PWKR.CD.DT,9690000000
Pakistan,PAK,2009,"Personal remittances, received (current US$)",BX.TRF.PWKR.CD.DT,8717000000
Pakistan,PAK,2008,"Personal remittances, received (current US$)",BX.TRF.PWKR.CD.DT,7039000000
Pakistan,PAK,2007,"Personal remittances, received (current US$)",BX.TRF.PWKR.CD.DT,5998000000
Pakistan,PAK,2006,"Personal remittances, received (current US$)",BX.TRF.PWKR.CD.DT,5121000000
Pakistan,PAK,2005,"Personal remittances, received (current US$)",BX.TRF.PWKR.CD.DT,4280000000
Pakistan,PAK,2004,"Personal remittances, received (current US$)",BX.TRF.PWKR.CD.DT,3945000000
Pakistan,PAK,2003,"Personal remittances, received (current US$)",BX.TRF.PWKR.CD.DT,3964000000
Pakistan,PAK,2002,"Personal remittances, received (current US$)",BX.TRF.PWKR.CD.DT,3554000000
Pakistan,PAK,2001,"Personal remittances, received (current US$)",BX.TRF.PWKR.CD.DT,1461000000
Pakistan,PAK,2000,"Personal remittances, received (current US$)",BX.TRF.PWKR.CD.DT,1075000000
Pakistan,PAK,1999,"Personal remittances, received (current US$)",BX.TRF.PWKR.CD.DT,996000000
Pakistan,PAK,1998,"Personal remittances, received (current US$)",BX.TRF.PWKR.CD.DT,1172000000
Pakistan,PAK,1997,"Personal remittances, received (current US$)",BX.TRF.PWKR.CD.DT,1707282925
Pakistan,PAK,1996,"Personal remittances, received (current US$)",BX.TRF.PWKR.CD.DT,1284050241
Pakistan,PAK,1995,"Personal remittances, received (current US$)",BX.TRF.PWKR.CD.DT,1712219436
Pakistan,PAK,1994,"Personal remittances, received (current US$)",BX.TRF.PWKR.CD.DT,1749277100
Pakistan,PAK,1993,"Personal remittances, received (current US$)",BX.TRF.PWKR.CD.DT,1446277100
Pakistan,PAK,1992,"Personal remittances, received (current US$)",BX.TRF.PWKR.CD.DT,1573619019
Pakistan,PAK,1991,"Personal remittances, received (current US$)",BX.TRF.PWKR.CD.DT,1548698364
Pakistan,PAK,1990,"Personal remittances, received (current US$)",BX.TRF.PWKR.CD.DT,2006266968
Pakistan,PAK,1989,"Personal remittances, received (current US$)",BX.TRF.PWKR.CD.DT,2017306152
Pakistan,PAK,1988,"Personal remittances, received (current US$)",BX.TRF.PWKR.CD.DT,1871958252
Pakistan,PAK,1987,"Personal remittances, received (current US$)",BX.TRF.PWKR.CD.DT,2180528076
